Age,YearsAtCompany,YearsSinceLastPromotion,HistoricalRatingAvg,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,JobLevel,Department_Engineering,Department_Finance,Department_HR,Department_Marketing,Department_Operations,Department_Product,Department_Sales,LocationType_On-Site,LocationType_Remote,Gender_Male,Gender_Non-Binary,EducationLevel_Bachelor's,EducationLevel_High School,EducationLevel_Master's,EducationLevel_PhD,BurnoutRisk_Low,BurnoutRisk_Medium,CalibrationAdjustedFlag,HighPotentialFlag,PIPHistoryFlag,PerformanceRating,HighPerformer,EmployeeID
-0.48439894720692017,-0.6539727865256818,-0.5027671704374544,-1.006752854986763,-1.8906281983096835,-0.8461819009803014,-1.1962945714195474,-1.3299371668423108,-1.9623561070293696,-1.1612950671031983,-0.3071818431779251,-1.7000988675657023,0.8953521605631893,-1.7844244205812263,-1.6057938373491385,-1.4662470702266017,-0.083003068429318,-1.2956673522342057,-0.2761599089113781,-0.5150583373152043,-0.6229458786700512,0.6312086486835755,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0,EMP00001
-1.6523469497460157,-0.0004930098906567406,-0.2928367658737328,-0.7469095593461197,0.46942962008218336,-0.5775264837785257,1.016550727675985,0.26586299794992196,1.9755229620535544,1.148842700560691,0.033813736765534216,-0.13318746888763586,1.4541413150193323,0.038156300944529695,0.40749038177160163,-1.3267981711362968,0.3244460609186839,-0.7065937663127664,1.5030611121224475,-0.9567310540103003,0.17082788519555187,2.599477402074432,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,EMP00002
0.034689053921566744,-0.880177324591652,-0.9226279795648975,-0.5286411910079795,-0.25432144422465613,-0.18487625863746807,-0.16678900446066325,-0.21506307911075087,-0.14182910021716336,-0.24457373072863883,-0.31894031145183777,0.11201622327190851,0.3365630061070463,0.09141352982028264,-0.8460639433413121,0.12579452772104585,0.22258377858168327,-1.1189452764577739,0.43552849950215194,-0.9567310540103003,0.09866663393504249,0.6312086486835755,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,0,EMP00003
-0.09508294636055499,-0.07589452257931344,0.001065800515477382,-0.23761669989045925,0.8365497251653622,-0.1745433579758615,1.0283841249973513,0.5391164508253042,1.8963696139312851,1.4055246747455674,-0.0014616680562032386,-0.2169155588933344,1.4541413150193323,-0.5240033371884145,1.8129906856860805,0.9857294054445931,-1.1143586770914484,1.1784417086358392,-0.5652833248293749,-0.9567310540103003,-0.2621396223675044,-0.15609885267276705,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.5,0,EMP00004
-0.48439894720692017,-0.402634410896826,-0.6707114940884317,-0.9443904640330085,-1.1773662798623639,-1.187167622813325,-0.7655589089218076,-1.4064481336474175,0.03626593305794382,-0.770160630250053,-1.3654439878300402,-1.1977303275315128,-0.7810153028052397,-0.920473818819017,-0.1876313685345291,-0.3971388438675973,2.068837645939818,-1.2956673522342057,-1.2436113390985206,2.5766506795504682,-1.4167196425356543,-0.9434063540291097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,EMP00005
0.16446105420368848,-0.2518313855195125,-0.04092028039726697,1.7683735424553066,1.1512241009509443,1.7990406683910316,2.046056294634869,1.6539905385568645,-1.289552647990076,1.6499836977787834,1.2919698420741597,0.6921322754542462,1.4541413150193323,1.209815336211087,0.3758349695212755,0.753314573627418,0.3626444167950594,-0.8244084834970543,0.2353661346358469,0.36828709607498783,-0.9837521349725981,2.2058236513962606,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.5,1,EMP00006
1.332409056742784,-0.22669754795662692,-0.2928367658737328,0.6042755779852248,1.0463326423557506,1.106736324063378,-0.15495560713929754,0.8779507323907784,-0.16161743724773084,-1.0635114578899119,1.209660564156773,-0.2767213374688331,-0.22222614834909668,-0.2813870723099859,-0.29525977018563804,-1.5708337445443306,0.06979035507618292,-0.058612821799183264,-1.2324912077170593,-0.07338562062010824,-0.2621396223675044,-1.7307138553854522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,0,EMP00007
1.332409056742784,-0.8047758119029953,-0.7546836559139203,-1.0275403186380143,-0.30676717352225297,-1.135503119505291,-0.935959830349485,-0.8052905373215767,1.5797562214422054,-0.5990393141268021,-1.5300625436648134,-1.1797885939588633,1.4541413150193323,-1.0329057464456057,-0.2382800281350507,-2.1053878577238327,1.7632507989288162,-1.001130559273486,-0.12047806957091853,0.36828709607498783,-0.76726838119107,1.8121699007180894,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0,EMP00008
0.16446105420368848,0.47704990380416934,0.001065800515477382,-2.0877009648518388,-1.6598669894002565,-1.9828009737570462,-2.426967892841662,-2.029466006203289,0.649704381005535,-1.7357737712312555,-1.6241302898561127,-1.7778463797138504,1.4541413150193323,-1.5063033364522957,-0.8080774486409206,-0.22282772000471623,-1.3690143829339498,-1.2956673522342057,0.25760639739876967,0.36828709607498783,0.603795392758608,1.4185161500399182,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,EMP00009
-0.09508294636055499,-0.20156371039374132,-0.08290636131001114,1.051206046487131,1.7910619983816285,1.6027155558205026,1.9206222830283848,1.6321302623268334,0.2935143144553208,1.038836140195744,1.8093424461263046,1.6849081998075253,0.8953521605631893,1.8548195525952023,2.35746377639169,1.0554538549897456,2.3234933517823193,1.885330011741566,-0.5986437189737588,-0.5150583373152043,-0.4064621248885231,1.0248623993617467,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.5,1,EMP00010
